comment_id,product_category,comment_content,timestamp,user_id,user_age_range,user_gender,user_province,sentiment_label,comment_time
COMM_009493,美妆,买的唇釉显色度极差，还容易脱妆，完全不值这个价，后悔了！,1707233860,USER_932C2F6B,18-25,男,天津,负面,2024-02-06 23:37:40
COMM_005538,食品,坚果礼盒的包装还不错，但口感一般，味道处于平均水平。,1751695409,USER_DFCCDA10,55+,男,长沙,中性,2025-07-05 14:03:29
COMM_001013,电子产品,这款无线耳机性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1740695887,USER_F4B0E32D,46-55,男,沈阳,正面,2025-02-28 06:38:07
COMM_005315,食品,酸奶的分量还可以，但味道有点淡，整体符合预期。,1716037073,USER_39C900F7,46-55,男,拉萨,中性,2024-05-18 20:57:53
COMM_000834,电子产品,对比了好几款最终选了这款无线耳机，果然没选错，使用感超棒，售后也很贴心！,1732980433,USER_FBF324F9,18-25,男,乌鲁木齐,正面,2024-11-30 23:27:13
COMM_004234,服装,半身裙的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1754479547,USER_F7075D4B,36-45,男,太原,正面,2025-08-06 19:25:47
COMM_005900,食品,方便面的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1708131440,USER_5DD79F40,26-35,未知,郑州,正面,2024-02-17 08:57:20
COMM_000547,电子产品,投影仪的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1735608275,USER_7CDE6B28,46-55,女,南昌,正面,2024-12-31 09:24:35
COMM_007471,食品,面包的食材还算新鲜，味道中规中矩，性价比一般。,1736520224,USER_D5AC674E,26-35,未知,温州,中性,2025-01-10 22:43:44
COMM_006101,食品,买了方便面尝了一下，优点是包装精美，缺点是包装简陋，整体还行。,1746719127,USER_F9279D5D,36-45,未知,温州,中性,2025-05-08 23:45:27
COMM_000427,电子产品,投影仪的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1738927832,USER_C7AAEC8B,36-45,女,南京,正面,2025-02-07 19:30:32
COMM_003475,服装,卫衣的设计感十足，搭配什么都好看，质量也特别好，会回购！,1739712240,USER_12A7DCF9,36-45,未知,温州,正面,2025-02-16 21:24:00
COMM_002678,服装,这款T恤整体还可以，面料一般，版型中规中矩，符合预期。,1713766074,USER_BED0C72F,55+,女,沈阳,中性,2024-04-22 14:07:54
COMM_008800,美妆,眼影盘的使用感超棒，容易推开，不卡粉，效果自然，太满意了！,1716427117,USER_8C8FFADF,18-25,女,杭州,正面,2024-05-23 09:18:37
COMM_001604,电子产品,平板电脑的质量有问题，刚收到就发现声音卡顿，联系客服还推诿，体验极差！,1709958240,USER_69E10032,18-25,未知,兰州,负面,2024-03-09 12:24:00
COMM_007071,食品,这款方便面太难吃了！口感差，味道也不对，还有点变质，差评！,1716425279,USER_C7F0B21F,36-45,未知,宁波,负面,2024-05-23 08:47:59
COMM_005437,食品,这款火腿肠味道一般，口感中规中矩，没有特别好吃也没有很难吃。,1719801449,USER_4C862E1A,26-35,未知,哈尔滨,中性,2024-07-01 10:37:29
COMM_001101,电子产品,买的音箱用了60天，一点问题都没有，操作流畅，功能齐全，太满意了！,1736748265,USER_A2E838B8,55+,男,合肥,正面,2025-01-13 14:04:25
COMM_003804,服装,这款毛衣质量太差了！面料粗糙，版型也不好，穿上特别显胖，差评！,1759603222,USER_75DE8034,55+,女,苏州,负面,2025-10-05 02:40:22
COMM_005168,食品,买的薯片口感极佳，甜度适中，没有添加剂，吃着很放心！,1709464016,USER_91FD7DB2,36-45,女,西宁,正面,2024-03-03 19:06:56
COMM_004470,服装,这款衬衫整体还可以，面料一般，版型中规中矩，符合预期。,1738022171,USER_26D01E3E,55+,未知,南昌,中性,2025-01-28 07:56:11
COMM_003282,服装,买的牛仔裤尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1749626484,USER_456CD075,55+,男,北京,正面,2025-06-11 15:21:24
COMM_000286,电子产品,充电宝的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1761803394,USER_0FE80E9E,36-45,女,无锡,正面,2025-10-30 13:49:54
COMM_008368,美妆,隔离霜的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1726589736,USER_91CBA5F3,18-25,男,宁波,正面,2024-09-18 00:15:36
COMM_002170,电子产品,对比了好几款最终选了这款鼠标，果然没选错，使用感超棒，售后也很贴心！,1731910035,USER_B25EC28D,18-25,未知,海口,正面,2024-11-18 14:07:15
COMM_004583,服装,外套的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1725738158,USER_F3D49214,26-35,女,广州,正面,2024-09-08 03:42:38
COMM_006034,食品,买的薯片口感极佳，甜度适中，没有添加剂，吃着很放心！,1751106269,USER_E1A482D0,26-35,男,乌鲁木齐,正面,2025-06-28 18:24:29
COMM_009708,美妆,散粉的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1724911638,USER_2AD8D269,26-35,未知,宁波,正面,2024-08-29 14:07:18
COMM_000882,电子产品,这款蓝牙耳机性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1751231600,USER_9D74352D,18-25,未知,石家庄,正面,2025-06-30 05:13:20
COMM_006066,食品,这款牛奶太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1760800315,USER_3D177883,26-35,男,长沙,正面,2025-10-18 23:11:55
COMM_007061,食品,这款薯片太难吃了！口感差，味道也不对，还有点变质，差评！,1724466198,USER_22AA087F,46-55,未知,天津,负面,2024-08-24 10:23:18
COMM_000234,电子产品,充电宝的外观设计简约大气，配置也很高，物流还快，购物体验满分！,1730475729,USER_6BEA1ACE,18-25,女,贵阳,正面,2024-11-01 23:42:09
COMM_003217,服装,半身裙的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1759623954,USER_0668061D,46-55,男,成都,正面,2025-10-05 08:25:54
COMM_004791,服装,买了衬衫试穿了一下，优点是价格实惠，缺点是售后差，整体还行。,1759127707,USER_8C1EA863,18-25,未知,青岛,中性,2025-09-29 14:35:07
COMM_009826,美妆,买的散粉显色度超高，持久不脱妆，性价比也很高，会无限回购！,1720881838,USER_2CC23093,55+,女,杭州,正面,2024-07-13 22:43:58
COMM_002771,服装,这款毛衣面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1731998921,USER_464D4621,55+,男,苏州,正面,2024-11-19 14:48:41
COMM_005423,食品,坚果礼盒的食材不新鲜，吃起来有异味，包装也破损了，太失望了！,1714680604,USER_798ED507,46-55,男,南昌,负面,2024-05-03 04:10:04
COMM_000304,电子产品,智能手机的使用体验一般，续航和性能都处于平均水平，符合这个价位。,1704244935,USER_C3227657,18-25,女,太原,中性,2024-01-03 09:22:15
COMM_007021,食品,方便面的包装还不错，但口感一般，味道处于平均水平。,1706597007,USER_6DBF7AFC,55+,男,济南,中性,2024-01-30 14:43:27
COMM_007952,美妆,这款唇釉太难用了！上妆卡粉严重，持妆时间超短，差评！,1749128757,USER_3C33E500,26-35,男,郑州,负面,2025-06-05 21:05:57
COMM_001712,电子产品,鼠标的外观设计简约大气，配置也很高，物流还快，购物体验满分！,1722969813,USER_3483DCFC,55+,男,广州,正面,2024-08-07 02:43:33
COMM_008784,美妆,这款散粉太好用了！上妆服帖，持妆超久，效果特别自然，爱了！,1724461538,USER_C32B40A7,26-35,未知,济南,正面,2024-08-24 09:05:38
COMM_004908,服装,T恤的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1759965712,USER_0E522B60,18-25,未知,西宁,正面,2025-10-09 07:21:52
COMM_003429,服装,毛衣的颜色还挺好看的，但尺码稍微有点偏差，不影响穿着。,1713647135,USER_BC1A23F2,36-45,未知,兰州,中性,2024-04-21 05:05:35
COMM_004200,服装,毛衣的面料特别硬，穿着很不舒服，还起球，后悔买了！,1725893847,USER_F42346AD,46-55,男,呼和浩特,负面,2024-09-09 22:57:27
COMM_009786,美妆,隔离霜的成分有问题，用了之后皮肤过敏，联系客服也不解决，避雷！,1732644488,USER_1533EED0,18-25,男,银川,负面,2024-11-27 02:08:08
COMM_002948,服装,T恤的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1709691813,USER_30A984BB,36-45,男,太原,正面,2024-03-06 10:23:33
COMM_008045,美妆,腮红的质地很粗糙，不容易推开，还有刺鼻的味道，不推荐！,1711806581,USER_DAF47098,18-25,女,呼和浩特,负面,2024-03-30 21:49:41
COMM_006370,食品,薯片的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1745282942,USER_113F478E,26-35,未知,成都,正面,2025-04-22 08:49:02
COMM_003800,服装,连衣裙的款式还不错，但面料有点薄，整体性价比一般。,1739952038,USER_E33CF1A0,26-35,女,温州,中性,2025-02-19 16:00:38
COMM_009693,美妆,眉笔的成分很安全，敏感肌用着也没问题，效果超出预期！,1735585711,USER_26EBE466,55+,男,西安,正面,2024-12-31 03:08:31
COMM_005118,食品,辣条的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1757758789,USER_2D5EE1A7,26-35,女,沈阳,正面,2025-09-13 18:19:49
COMM_009185,美妆,遮瑕膏的成分还算安全，但上妆效果一般，没有特别惊艳。,1755303444,USER_B630CFC5,36-45,未知,温州,中性,2025-08-16 08:17:24
COMM_003202,服装,卫衣的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1736292768,USER_7DE17164,36-45,女,西安,正面,2025-01-08 07:32:48
COMM_009370,美妆,买的睫毛膏显色度极差，还容易脱妆，完全不值这个价，后悔了！,1730502169,USER_55E642D0,18-25,未知,西安,负面,2024-11-02 07:02:49
COMM_000011,电子产品,蓝牙耳机的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1744586693,USER_54FFCF31,26-35,女,南宁,负面,2025-04-14 07:24:53
COMM_006274,食品,方便面的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1758823779,USER_C1C1E343,55+,女,青岛,正面,2025-09-26 02:09:39
COMM_008386,美妆,买的遮瑕膏显色度超高，持久不脱妆，性价比也很高，会无限回购！,1714632924,USER_32F49977,55+,女,郑州,正面,2024-05-02 14:55:24
COMM_009227,美妆,这款睫毛膏太难用了！上妆卡粉严重，持妆时间超短，差评！,1727628142,USER_6F902F4B,46-55,男,长沙,负面,2024-09-30 00:42:22
COMM_005484,食品,面包的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1752722881,USER_B6B0BC65,26-35,男,杭州,正面,2025-07-17 11:28:01
COMM_001875,电子产品,笔记本电脑的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1720167128,USER_89EBBF16,46-55,女,贵阳,负面,2024-07-05 16:12:08
COMM_002993,服装,衬衫的设计感十足，搭配什么都好看，质量也特别好，会回购！,1739627291,USER_1C0D7C26,55+,男,乌鲁木齐,正面,2025-02-15 21:48:11
COMM_000941,电子产品,这款音箱性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1731159056,USER_A83F46E4,36-45,男,青岛,正面,2024-11-09 21:30:56
COMM_004181,服装,半身裙的设计感十足，搭配什么都好看，质量也特别好，会回购！,1707417924,USER_303198E0,18-25,女,上海,正面,2024-02-09 02:45:24
COMM_004242,服装,买的运动裤尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1707155868,USER_1EBB7BEC,18-25,男,重庆,正面,2024-02-06 01:57:48
COMM_000783,电子产品,对比了好几款最终选了这款智能手表，果然没选错，使用感超棒，售后也很贴心！,1749699018,USER_02A6792F,46-55,女,广州,正面,2025-06-12 11:30:18
COMM_004677,服装,短裤的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1750205244,USER_051CB91D,18-25,女,福州,正面,2025-06-18 08:07:24
COMM_002812,服装,外套的设计感十足，搭配什么都好看，质量也特别好，会回购！,1706737242,USER_84F2486E,18-25,男,深圳,正面,2024-02-01 05:40:42
COMM_002213,电子产品,智能手机的外观还不错，但操作逻辑有点复杂，适应一下就好了。,1710242211,USER_AADE12B4,18-25,男,北京,中性,2024-03-12 19:16:51
COMM_003850,服装,运动裤的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1709016532,USER_6F39FD86,46-55,女,乌鲁木齐,正面,2024-02-27 14:48:52
COMM_007810,美妆,这款口红整体还行，上妆效果一般，持妆时间处于平均水平。,1743073187,USER_8B5C4503,26-35,女,西安,中性,2025-03-27 18:59:47
COMM_003086,服装,这款运动裤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1726622971,USER_3F39119D,26-35,男,北京,正面,2024-09-18 09:29:31
COMM_001782,电子产品,对比了好几款最终选了这款无线耳机，果然没选错，使用感超棒，售后也很贴心！,1720850738,USER_68A80C40,46-55,男,西安,正面,2024-07-13 14:05:38
COMM_005247,食品,买的牛奶分量严重不足，味道也很一般，完全不值这个价！,1726976932,USER_D6DFF208,26-35,男,无锡,负面,2024-09-22 11:48:52
COMM_005600,食品,辣条的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1734453276,USER_8E7B5BFF,26-35,女,南昌,正面,2024-12-18 00:34:36
COMM_008289,美妆,睫毛膏的质地很粗糙，不容易推开，还有刺鼻的味道，不推荐！,1732478273,USER_3957EC28,26-35,女,昆明,负面,2024-11-25 03:57:53
COMM_002821,服装,牛仔裤的颜色还挺好看的，但尺码稍微有点偏差，不影响穿着。,1719170030,USER_DFF3CC7B,26-35,未知,无锡,中性,2024-06-24 03:13:50
COMM_005048,食品,买的薯片口感极佳，甜度适中，没有添加剂，吃着很放心！,1714264845,USER_1FA39216,26-35,未知,苏州,正面,2024-04-28 08:40:45
COMM_000143,电子产品,对比了好几款最终选了这款智能手表，果然没选错，使用感超棒，售后也很贴心！,1752795087,USER_CABF9AF6,26-35,女,东莞,正面,2025-07-18 07:31:27
COMM_000991,电子产品,这款智能手机性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1714952123,USER_F8FD854B,46-55,男,温州,正面,2024-05-06 07:35:23
COMM_007638,美妆,眼影盘的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1730373670,USER_D76C75B4,36-45,男,乌鲁木齐,正面,2024-10-31 19:21:10
COMM_005875,食品,火腿肠的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1741901721,USER_22345F6F,18-25,女,长春,正面,2025-03-14 05:35:21
COMM_009157,美妆,粉底液的成分很安全，敏感肌用着也没问题，效果超出预期！,1728360093,USER_AE5FB6C9,55+,女,石家庄,正面,2024-10-08 12:01:33
COMM_001412,电子产品,买的智能手表用了30天，一点问题都没有，操作流畅，功能齐全，太满意了！,1718803552,USER_AACE9429,18-25,未知,武汉,正面,2024-06-19 21:25:52
COMM_004375,服装,牛仔裤的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1711397618,USER_DC5CB721,46-55,男,西宁,正面,2024-03-26 04:13:38
COMM_004063,服装,运动裤的设计感十足，搭配什么都好看，质量也特别好，会回购！,1716503689,USER_DBAD13F4,26-35,女,武汉,正面,2024-05-24 06:34:49
COMM_006686,食品,买的辣条口感极佳，甜度适中，没有添加剂，吃着很放心！,1726248013,USER_3F72C0F2,55+,未知,太原,正面,2024-09-14 01:20:13
COMM_001605,电子产品,买的无线耳机用了90天，一点问题都没有，操作流畅，功能齐全，太满意了！,1741063677,USER_D16A85D2,18-25,女,天津,正面,2025-03-04 12:47:57
COMM_009022,美妆,买的睫毛膏显色度极差，还容易脱妆，完全不值这个价，后悔了！,1759573300,USER_4D562B6C,55+,女,拉萨,负面,2025-10-04 18:21:40
COMM_003087,服装,短裤的款式还不错，但面料有点薄，整体性价比一般。,1752258741,USER_458145FA,55+,未知,拉萨,中性,2025-07-12 02:32:21
COMM_001914,电子产品,笔记本电脑的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1736129720,USER_3110FE49,26-35,男,上海,正面,2025-01-06 10:15:20
COMM_002400,电子产品,买的智能手机发热特别严重，而且操作很不流畅，后悔死了，不建议购买！,1751793868,USER_8F8D082D,26-35,女,南宁,负面,2025-07-06 17:24:28
COMM_005476,食品,薯片的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1745046619,USER_50016C3D,26-35,女,哈尔滨,正面,2025-04-19 15:10:19
COMM_008593,美妆,这款眼影盘太好用了！上妆服帖，持妆超久，效果特别自然，爱了！,1707228844,USER_CA378D53,46-55,男,无锡,正面,2024-02-06 22:14:04
COMM_006661,食品,买了火腿肠尝了一下，优点是使用方便，缺点是售后差，整体还行。,1723089972,USER_0FFAC1B0,55+,女,无锡,中性,2024-08-08 12:06:12
COMM_008689,美妆,睫毛膏的成分有问题，用了之后皮肤过敏，联系客服也不解决，避雷！,1739580956,USER_D6E0FC01,18-25,女,温州,负面,2025-02-15 08:55:56
COMM_004656,服装,这款牛仔裤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1712413787,USER_A849B669,18-25,男,厦门,正面,2024-04-06 22:29:47
COMM_009858,美妆,睫毛膏的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1743805281,USER_9623FCE1,26-35,男,乌鲁木齐,正面,2025-04-05 06:21:21
COMM_003095,服装,外套的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1713281994,USER_F351F069,46-55,女,成都,正面,2024-04-16 23:39:54
COMM_007882,美妆,唇釉的质地很粗糙，不容易推开，还有刺鼻的味道，不推荐！,1721172069,USER_8E73640D,36-45,未知,福州,负面,2024-07-17 07:21:09
COMM_001406,电子产品,这款投影仪太坑了！用了没几天就卡得不行，续航也差，完全不值这个价！,1713819875,USER_1ABE54F1,55+,男,银川,负面,2024-04-23 05:04:35
COMM_008754,美妆,口红的使用感超棒，容易推开，不卡粉，效果自然，太满意了！,1733286040,USER_7269B625,18-25,女,昆明,正面,2024-12-04 12:20:40
COMM_001652,电子产品,蓝牙耳机的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1751461372,USER_536B13D5,55+,男,温州,正面,2025-07-02 21:02:52
COMM_003016,服装,衬衫的款式还不错，但面料有点薄，整体性价比一般。,1720968644,USER_1B70F6F4,55+,未知,兰州,中性,2024-07-14 22:50:44
COMM_006359,食品,面包的食材还算新鲜，味道中规中矩，性价比一般。,1721255641,USER_4AB80D39,46-55,男,深圳,中性,2024-07-18 06:34:01
COMM_002553,服装,这款半身裙面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1728662476,USER_1F9061EA,46-55,男,武汉,正面,2024-10-12 00:01:16
COMM_005009,食品,面包的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1743267707,USER_90519708,55+,女,沈阳,正面,2025-03-30 01:01:47
COMM_003863,服装,这款牛仔裤质量太差了！面料粗糙，版型也不好，穿上特别显胖，差评！,1713699802,USER_8C88DA60,18-25,未知,厦门,负面,2024-04-21 19:43:22
COMM_001717,电子产品,智能手表的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1743597215,USER_55E4E4A3,55+,女,郑州,正面,2025-04-02 20:33:35
COMM_005480,食品,方便面的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1757951514,USER_EC38924D,55+,未知,兰州,正面,2025-09-15 23:51:54
COMM_002588,服装,连衣裙的面料特别硬，穿着很不舒服，还起球，后悔买了！,1743382959,USER_6CD03012,26-35,未知,长沙,负面,2025-03-31 09:02:39
COMM_007124,食品,牛奶的食材不新鲜，吃起来有异味，包装也破损了，太失望了！,1736717232,USER_99630EF4,18-25,男,拉萨,负面,2025-01-13 05:27:12
COMM_009363,美妆,这款睫毛膏太好用了！上妆服帖，持妆超久，效果特别自然，爱了！,1732926966,USER_C6811B5F,26-35,男,温州,正面,2024-11-30 08:36:06
COMM_007880,美妆,遮瑕膏的使用感超棒，容易推开，不卡粉，效果自然，太满意了！,1758793938,USER_CDDDDB07,46-55,未知,南宁,正面,2025-09-25 17:52:18
COMM_004222,服装,牛仔裤的版型设计有问题，穿着特别别扭，质量也不行，不推荐！,1730880336,USER_278013A5,18-25,男,长沙,负面,2024-11-06 16:05:36
COMM_000633,电子产品,鼠标的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1730832183,USER_14E008BB,55+,女,贵阳,负面,2024-11-06 02:43:03
COMM_005281,食品,买的薯片口感极佳，甜度适中，没有添加剂，吃着很放心！,1717102397,USER_F95BF74A,36-45,男,重庆,正面,2024-05-31 04:53:17
COMM_001034,电子产品,这款智能手表性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1712021427,USER_93CC4571,18-25,男,长春,正面,2024-04-02 09:30:27
COMM_003268,服装,这款衬衫整体还可以，面料一般，版型中规中矩，符合预期。,1725353393,USER_43903841,18-25,男,昆明,中性,2024-09-03 16:49:53
COMM_000534,电子产品,对比了好几款最终选了这款笔记本电脑，果然没选错，使用感超棒，售后也很贴心！,1729852725,USER_D12BA47B,18-25,男,厦门,正面,2024-10-25 18:38:45
COMM_009407,美妆,遮瑕膏的成分有问题，用了之后皮肤过敏，联系客服也不解决，避雷！,1753147394,USER_25F18F70,46-55,未知,西宁,负面,2025-07-22 09:23:14
COMM_009903,美妆,腮红的使用感还行，容易推开，但持妆时间不长，符合预期。,1734254339,USER_BE4223A5,18-25,女,西安,中性,2024-12-15 17:18:59
COMM_001102,电子产品,投影仪的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1720697269,USER_F9CA862E,46-55,男,厦门,负面,2024-07-11 19:27:49
COMM_004148,服装,T恤的做工一般，没有特别好也没有特别差，符合这个价格。,1747722376,USER_A5941EA6,55+,男,广州,中性,2025-05-20 14:26:16
COMM_000577,电子产品,投影仪的质量有问题，刚收到就发现接口松动，联系客服还推诿，体验极差！,1717871517,USER_24321ABD,18-25,男,银川,负面,2024-06-09 02:31:57
COMM_008858,美妆,睫毛膏的质地还可以，但显色度一般，整体性价比中等。,1728594549,USER_27073B1D,55+,男,上海,中性,2024-10-11 05:09:09
COMM_000585,电子产品,买的智能手表用了7天，一点问题都没有，操作流畅，功能齐全，太满意了！,1709730850,USER_5FFE3DD8,18-25,男,厦门,正面,2024-03-06 21:14:10
COMM_006908,食品,酸奶的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1755523051,USER_11C0ECAF,46-55,男,郑州,正面,2025-08-18 21:17:31
COMM_003997,服装,半身裙的款式还不错，但面料有点薄，整体性价比一般。,1726016783,USER_8EF34127,36-45,女,大连,中性,2024-09-11 09:06:23
COMM_002782,服装,这款半身裙面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1749781191,USER_6CCEA138,36-45,男,武汉,正面,2025-06-13 10:19:51
COMM_005041,食品,巧克力的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1724125956,USER_DE986219,36-45,男,无锡,正面,2024-08-20 11:52:36
COMM_004477,服装,这款运动裤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1739506243,USER_A828E658,26-35,未知,天津,正面,2025-02-14 12:10:43
COMM_000347,电子产品,智能手机的功能基本能满足需求，没有特别突出的点，也没有大问题。,1716592609,USER_0FAF6A58,36-45,女,昆明,中性,2024-05-25 07:16:49
COMM_005742,食品,这款火腿肠太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1755869400,USER_5642DB33,55+,女,北京,正面,2025-08-22 21:30:00
COMM_009006,美妆,遮瑕膏的质地还可以，但显色度一般，整体性价比中等。,1709891506,USER_A4152F5C,55+,未知,宁波,中性,2024-03-08 17:51:46
COMM_005615,食品,买的辣条口感极佳，甜度适中，没有添加剂，吃着很放心！,1714648525,USER_09AE28E1,18-25,女,长沙,正面,2024-05-02 19:15:25
COMM_006077,食品,酸奶的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1745295346,USER_DF93768D,46-55,未知,厦门,正面,2025-04-22 12:15:46
COMM_004831,服装,衬衫的设计感十足，搭配什么都好看，质量也特别好，会回购！,1733488769,USER_32ED152B,55+,未知,无锡,正面,2024-12-06 20:39:29
COMM_008232,美妆,遮瑕膏的成分很安全，敏感肌用着也没问题，效果超出预期！,1722377381,USER_4E6343A6,18-25,男,上海,正面,2024-07-31 06:09:41
COMM_008227,美妆,遮瑕膏的效果和宣传差太多，卡粉严重，还闷痘，太失望了！,1706465202,USER_EF7FF4D3,18-25,未知,兰州,负面,2024-01-29 02:06:42
COMM_001927,电子产品,这款平板电脑性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1749500139,USER_93874E13,55+,未知,成都,正面,2025-06-10 04:15:39
COMM_003826,服装,这款运动裤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1758701467,USER_8CA1FC19,26-35,男,福州,正面,2025-09-24 16:11:07
COMM_006710,食品,买的面包口感极佳，甜度适中，没有添加剂，吃着很放心！,1756730467,USER_7A642AF8,36-45,男,昆明,正面,2025-09-01 20:41:07
COMM_005402,食品,牛奶的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1757449158,USER_423DFBFA,18-25,男,天津,正面,2025-09-10 04:19:18
COMM_002544,服装,这款牛仔裤整体还可以，面料一般，版型中规中矩，符合预期。,1732216869,USER_8B488AE9,18-25,未知,杭州,中性,2024-11-22 03:21:09
COMM_008988,美妆,眉笔的成分还算安全，但上妆效果一般，没有特别惊艳。,1751053007,USER_BAC87920,46-55,女,昆明,中性,2025-06-28 03:36:47
COMM_005199,食品,买的火腿肠分量严重不足，味道也很一般，完全不值这个价！,1743994406,USER_4E3D4A23,46-55,未知,重庆,负面,2025-04-07 10:53:26
COMM_006684,食品,牛奶的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1746115618,USER_A2F34C3B,26-35,未知,南宁,正面,2025-05-02 00:06:58
COMM_006331,食品,牛奶的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1737172975,USER_DF2147C2,36-45,未知,南昌,正面,2025-01-18 12:02:55
COMM_007769,美妆,这款隔离霜太好用了！上妆服帖，持妆超久，效果特别自然，爱了！,1751093187,USER_5AF15A4B,46-55,未知,北京,正面,2025-06-28 14:46:27
COMM_001454,电子产品,这款蓝牙耳机性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1707308069,USER_7BE97A9B,46-55,未知,贵阳,正面,2024-02-07 20:14:29
COMM_001924,电子产品,买的无线耳机用了90天，一点问题都没有，操作流畅，功能齐全，太满意了！,1741440081,USER_C0E79B0F,46-55,未知,南昌,正面,2025-03-08 21:21:21
COMM_007970,美妆,买的粉底液显色度超高，持久不脱妆，性价比也很高，会无限回购！,1708180475,USER_965E5961,36-45,未知,天津,正面,2024-02-17 22:34:35
COMM_008174,美妆,遮瑕膏的使用感超棒，容易推开，不卡粉，效果自然，太满意了！,1751401369,USER_E175F87E,55+,男,上海,正面,2025-07-02 04:22:49
COMM_002123,电子产品,买的音箱用了3天，一点问题都没有，操作流畅，功能齐全，太满意了！,1734394379,USER_856E936C,46-55,男,深圳,正面,2024-12-17 08:12:59
COMM_009494,美妆,腮红的成分很安全，敏感肌用着也没问题，效果超出预期！,1730442921,USER_C3F36AB9,36-45,女,昆明,正面,2024-11-01 14:35:21
COMM_000974,电子产品,对比了好几款最终选了这款平板电脑，果然没选错，使用感超棒，售后也很贴心！,1747585966,USER_50BA840C,46-55,男,温州,正面,2025-05-19 00:32:46
COMM_003526,服装,买的运动裤尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1708907087,USER_0ED58889,46-55,未知,乌鲁木齐,正面,2024-02-26 08:24:47
COMM_005980,食品,买的饼干口感极佳，甜度适中，没有添加剂，吃着很放心！,1713949790,USER_B7A3C9F1,26-35,男,长沙,正面,2024-04-24 17:09:50
COMM_008121,美妆,睫毛膏的成分还算安全，但上妆效果一般，没有特别惊艳。,1744252055,USER_129840C0,55+,未知,广州,中性,2025-04-10 10:27:35
COMM_009186,美妆,买了腮红用了一下，优点是价格实惠，缺点是续航短，整体尚可。,1758347952,USER_C39D91E5,36-45,未知,武汉,中性,2025-09-20 13:59:12
