event_name,event_date,person_a,person_b,interact_type,duration
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人092,人016,跨组请教,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人091,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人069,人078,合作演示,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人005,小组讨论,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人093,人031,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人007,人013,跨组请教,9
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人069,人073,小组讨论,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人091,人097,跨组请教,19
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人093,人091,小组讨论,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人092,小组讨论,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人055,人098,跨组请教,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人060,人005,小组讨论,28
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人029,人074,小组讨论,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人045,人047,小组讨论,22
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人075,小组讨论,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人035,人088,合作演示,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人095,小组讨论,9
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人013,人091,跨组请教,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人075,人015,跨组请教,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人010,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人073,人085,跨组请教,28
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人016,人099,小组讨论,21
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人073,人029,小组讨论,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人007,人085,跨组请教,5
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人044,人010,小组讨论,11
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人074,跨组请教,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人078,跨组请教,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人091,人076,跨组请教,6
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人035,跨组请教,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人074,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人016,人074,小组讨论,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人044,人073,跨组请教,11
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人029,人007,小组讨论,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人069,小组讨论,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人053,跨组请教,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人083,人087,小组讨论,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人005,人067,小组讨论,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人019,人053,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人075,人016,小组讨论,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人073,人042,跨组请教,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人035,人097,跨组请教,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人044,合作演示,28
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人035,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人069,小组讨论,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人083,人058,小组讨论,5
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人029,人076,跨组请教,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人049,人016,跨组请教,21
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人088,跨组请教,27
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人013,人076,小组讨论,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人010,跨组请教,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人034,跨组请教,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人022,人092,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人027,小组讨论,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人052,人015,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人001,跨组请教,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人088,合作演示,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人001,人044,跨组请教,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人035,人095,小组讨论,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人091,人069,小组讨论,28
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人078,人091,跨组请教,19
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人045,人022,跨组请教,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人007,人047,小组讨论,12
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人001,人083,合作演示,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人042,人067,跨组请教,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人019,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人049,人093,小组讨论,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人092,人027,小组讨论,28
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人055,人091,小组讨论,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人044,小组讨论,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人095,跨组请教,22
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人098,人087,跨组请教,6
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人007,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人042,人052,跨组请教,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人027,人055,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人052,小组讨论,12
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人055,人095,跨组请教,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人022,小组讨论,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人073,人052,小组讨论,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人010,合作演示,27
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人074,跨组请教,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人060,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人005,跨组请教,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人013,人035,小组讨论,9
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人076,人075,跨组请教,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人042,跨组请教,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人060,人016,合作演示,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人034,小组讨论,19
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人083,人022,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人087,人083,跨组请教,30
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人034,跨组请教,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人035,人019,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人035,小组讨论,22
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人015,人053,小组讨论,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人022,人007,跨组请教,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人083,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人075,人001,跨组请教,30
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人019,人045,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人005,人060,跨组请教,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人067,人053,小组讨论,27
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人053,人019,小组讨论,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人005,人091,合作演示,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人098,小组讨论,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人087,人052,跨组请教,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人055,跨组请教,6
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人007,人092,小组讨论,21
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人031,小组讨论,11
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人001,人098,小组讨论,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人095,人093,小组讨论,19
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人001,人055,小组讨论,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人075,人083,小组讨论,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人058,人093,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人095,人047,跨组请教,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人010,人022,合作演示,5
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人053,人093,跨组请教,9
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人035,人010,小组讨论,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人010,人088,小组讨论,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人055,小组讨论,22
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人044,人001,跨组请教,29
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人093,人015,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人022,人060,合作演示,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人067,人085,小组讨论,14
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人088,小组讨论,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人042,人075,小组讨论,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人098,人035,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人093,人045,小组讨论,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人015,人035,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人099,人027,合作演示,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人088,人069,小组讨论,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人005,人088,小组讨论,22
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人047,小组讨论,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人016,小组讨论,27
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人027,人093,跨组请教,6
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人078,小组讨论,24
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人049,小组讨论,9
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人091,人076,跨组请教,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人042,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人097,跨组请教,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人029,人069,小组讨论,10
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人047,人042,小组讨论,19
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人074,人075,跨组请教,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人085,人099,小组讨论,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人045,人044,小组讨论,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人099,人005,小组讨论,18
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人069,人005,小组讨论,13
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人087,人034,小组讨论,30
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人078,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人097,人083,小组讨论,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人099,人010,小组讨论,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人023,人035,合作演示,8
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人058,人005,小组讨论,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人010,人019,合作演示,15
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人031,人022,小组讨论,7
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人042,人045,小组讨论,25
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人005,人007,跨组请教,17
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人067,人085,合作演示,16
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人013,人023,小组讨论,21
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人010,人098,合作演示,5
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人015,人027,小组讨论,26
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人095,人097,小组讨论,20
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人034,人091,小组讨论,12
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人010,人055,合作演示,23
人工智能社学术沙龙第5期,2025-09-26 15:00:00.053961,人095,人034,合作演示,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环093,环064,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环050,跨组请教,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环015,环032,合作演示,23
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环071,环067,小组讨论,5
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环050,小组讨论,23
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环020,环010,小组讨论,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环096,环035,小组讨论,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环065,跨组请教,30
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环037,小组讨论,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环056,小组讨论,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环056,环054,小组讨论,26
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环056,合作演示,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环049,小组讨论,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环045,小组讨论,5
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环055,环079,小组讨论,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环023,环056,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环086,环064,小组讨论,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环096,环049,跨组请教,18
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环067,跨组请教,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环063,小组讨论,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环096,环093,小组讨论,26
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环063,小组讨论,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环055,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环093,跨组请教,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环054,合作演示,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环065,跨组请教,21
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环090,跨组请教,29
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环020,环086,小组讨论,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环007,环050,跨组请教,28
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环031,环041,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环064,环079,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环056,环090,小组讨论,21
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环093,环032,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环083,小组讨论,28
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环039,环045,跨组请教,14
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环010,小组讨论,20
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环023,环065,小组讨论,14
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环005,环008,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环050,跨组请教,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环086,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环039,环061,跨组请教,5
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环048,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环039,小组讨论,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环096,环083,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环083,跨组请教,14
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环045,环048,跨组请教,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环096,小组讨论,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环049,环096,跨组请教,21
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环077,跨组请教,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环015,环035,跨组请教,19
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环079,小组讨论,28
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环045,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环086,环095,跨组请教,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环061,环050,小组讨论,30
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环045,环093,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环049,环064,小组讨论,29
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环055,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环035,环020,小组讨论,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环077,环067,小组讨论,7
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环079,环077,跨组请教,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环049,环095,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环056,跨组请教,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环054,环023,跨组请教,30
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环054,环031,小组讨论,27
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环020,跨组请教,23
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环031,合作演示,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环024,环045,小组讨论,23
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环015,跨组请教,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环020,跨组请教,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环086,环083,小组讨论,26
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环031,环039,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环007,跨组请教,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环015,环074,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环077,环086,跨组请教,26
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环079,环041,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环049,环008,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环008,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环061,环071,小组讨论,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环031,合作演示,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环045,环056,跨组请教,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环005,环045,小组讨论,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环023,环005,小组讨论,30
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环008,环032,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环063,环041,小组讨论,19
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环096,跨组请教,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环007,环020,小组讨论,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环071,合作演示,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环083,环032,小组讨论,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环077,小组讨论,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环096,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环010,环041,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环035,环074,小组讨论,14
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环055,合作演示,14
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环007,环055,合作演示,29
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环023,环008,跨组请教,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环086,环055,跨组请教,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环039,环050,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环054,环077,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环010,环041,合作演示,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环090,跨组请教,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环035,环090,跨组请教,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环005,环010,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环045,跨组请教,5
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环008,环045,跨组请教,18
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环067,环020,跨组请教,18
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环024,环077,小组讨论,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环095,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环054,环071,跨组请教,11
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环095,环065,小组讨论,20
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环041,小组讨论,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环031,环074,跨组请教,19
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环032,环071,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环064,环010,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环045,环083,小组讨论,7
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环079,环015,跨组请教,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环056,环020,小组讨论,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环061,小组讨论,30
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环048,环077,合作演示,27
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环083,环049,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环010,小组讨论,24
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环079,环096,小组讨论,18
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环020,环095,小组讨论,21
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环049,跨组请教,23
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环077,环096,跨组请教,7
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环024,环064,跨组请教,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环086,小组讨论,17
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环050,环061,跨组请教,13
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环083,环049,小组讨论,22
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环031,环010,跨组请教,20
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环064,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环035,环031,小组讨论,16
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环049,环079,小组讨论,26
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环093,小组讨论,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环005,环095,跨组请教,6
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环041,小组讨论,9
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环064,环037,小组讨论,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环086,环024,小组讨论,15
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环077,小组讨论,15
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环015,环093,小组讨论,27
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环083,环005,小组讨论,12
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环037,环086,跨组请教,21
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环093,小组讨论,7
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环093,环049,小组讨论,25
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环096,环037,跨组请教,8
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环090,环064,小组讨论,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环064,环083,小组讨论,28
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环065,环045,小组讨论,18
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环041,环055,合作演示,10
环境治理社学术沙龙第1期,2025-10-04 15:00:00.056736,环074,环090,跨组请教,15
