sender_id,receiver_id,interact_type,time,weight
文030,环038,群聊发言,2025-11-06 19:22:29.902093,5
文030,,群聊发言,2025-11-06 19:22:29.902093,5
人056,文038,群聊发言,2025-10-30 00:34:29.902093,3
人056,文038,群聊发言,2025-10-30 00:34:29.902093,3
人031,文087,文件分享,2025-11-07 09:29:29.902093,2
人031,文087,文件分享,2025-11-07 09:29:29.902093,2
人028,人055,私聊,2025-10-28 13:37:29.902093,3
人035,环045,文件分享,2025-10-24 16:03:29.902093,4
人008,文096,@提及,2025-10-28 07:29:29.902093,3
环042,环043,群聊发言,2025-10-29 15:11:29.902093,3
文012,文020,@提及,2025-11-16 18:07:29.902093,3
环028,环088,群聊发言,2025-11-12 03:42:29.902093,4
文094,文087,私聊,2025-10-24 09:05:29.902093,3
人065,环021,私聊,2025-10-27 01:55:29.902093,5
文004,人049,群聊发言,2025-10-30 21:43:29.902093,4
文033,人048,群聊发言,2025-11-08 07:52:29.902093,3
文030,文024,私聊,2025-10-22 12:41:29.902093,5
人011,文011,群聊发言,2025-11-03 19:57:29.902093,3
文040,环010,群聊发言,2025-10-28 22:16:29.902093,4
文040,环010,群聊发言,2025-10-28 22:16:29.902093,4
人055,文027,私聊,2025-10-23 15:06:29.902093,5
人028,文074,群聊发言,2025-10-31 23:05:29.902093,5
环052,环004,私聊,2025-10-20 15:00:29.902093,4
环099,人012,@提及,2025-10-27 21:11:29.902093,3
文043,,@提及,2025-11-10 04:02:29.902093,2
文013,环098,文件分享,2025-11-14 06:54:29.902093,5
文023,文093,群聊发言,2025-11-10 08:53:29.902093,1
环014,人023,@提及,2025-10-21 10:32:29.902093,3
环014,人023,@提及,2025-10-21 10:32:29.902093,3
环041,文066,@提及,2025-11-14 19:57:29.902093,5
文007,,群聊发言,2025-11-16 22:19:29.902093,5
文003,人022,私聊,2025-10-24 19:29:29.902093,1
文058,环078,@提及,2025-11-06 05:35:29.902093,3
环090,文023,@提及,2025-10-22 11:58:29.902093,4
环043,环030,文件分享,2025-10-23 17:21:29.902093,3
人095,人037,私聊,2025-11-01 03:22:29.902093,3
人078,人080,@提及,2025-10-20 15:24:29.902093,5
文066,人085,私聊,2025-10-27 20:04:29.902093,1
人098,文067,@提及,2025-10-26 02:39:29.902093,5
文010,文099,文件分享,2025-10-28 10:35:29.902093,2
人079,环045,私聊,2025-10-20 10:41:29.902093,5
环052,文035,群聊发言,2025-10-20 10:04:29.902093,3
环096,环091,群聊发言,2025-10-24 20:01:29.902093,4
人010,环014,@提及,2025-11-07 13:33:29.902093,4
文091,人095,@提及,2025-11-13 02:36:29.902093,1
环032,环071,私聊,2025-11-03 03:20:29.902093,2
环015,环007,群聊发言,2025-10-18 22:32:29.902093,5
人002,文055,@提及,2025-10-30 16:03:29.902093,1
人002,文055,@提及,2025-10-30 16:03:29.902093,1
环090,环089,@提及,2025-11-14 18:44:29.902093,3
环045,文046,群聊发言,2025-11-07 18:06:29.902093,4
环045,文046,群聊发言,2025-11-07 18:06:29.902093,4
人086,人097,群聊发言,2025-10-21 04:56:29.902093,5
人086,人097,群聊发言,2025-10-21 04:56:29.902093,5
文061,文012,群聊发言,2025-11-06 18:55:29.902093,5
文023,人094,群聊发言,2025-11-15 10:48:29.902093,5
文063,环003,私聊,2025-10-27 16:45:29.902093,2
文011,人033,群聊发言,2025-10-25 02:05:29.902093,5
人072,环091,群聊发言,2025-11-03 01:16:29.902093,2
环066,环099,群聊发言,2025-11-04 07:10:29.902093,4
环069,文062,私聊,2025-11-08 04:23:29.902093,3
人075,文079,私聊,2025-10-22 08:50:29.902093,1
人009,人069,私聊,2025-10-19 22:12:29.902093,1
环031,环086,@提及,2025-10-28 07:42:29.902093,2
文085,人016,文件分享,2025-11-05 08:57:29.902093,3
环100,文038,@提及,2025-11-15 18:15:29.902093,4
人098,人070,群聊发言,2025-11-07 02:10:29.902093,2
环097,环015,私聊,2025-11-06 21:35:29.902093,4
文045,环017,群聊发言,2025-10-24 09:47:29.902093,2
环021,人061,群聊发言,2025-11-05 00:37:29.902093,5
人069,环069,私聊,2025-11-05 23:45:29.902093,4
环063,环070,私聊,2025-11-06 00:54:29.902093,4
环035,文050,群聊发言,2025-10-25 21:25:29.902093,4
环035,文050,群聊发言,2025-10-25 21:25:29.902093,4
人097,环077,群聊发言,2025-10-25 10:05:29.902093,1
文074,环077,群聊发言,2025-10-29 22:04:29.902093,4
环045,环015,@提及,2025-11-14 13:56:29.902093,5
环046,环056,文件分享,2025-10-21 02:47:29.902093,1
环036,环019,群聊发言,2025-10-21 06:41:29.902093,3
环036,,群聊发言,2025-10-21 06:41:29.902093,3
人081,人073,私聊,2025-10-21 21:02:29.902093,1
环053,环071,@提及,2025-11-07 16:38:29.902093,3
环053,环071,@提及,2025-11-07 16:38:29.902093,3
环021,人001,群聊发言,2025-11-07 04:09:29.902093,4
文067,环046,@提及,2025-11-10 15:56:29.902093,5
文071,人011,群聊发言,2025-11-08 19:31:29.902093,1
人044,人005,@提及,2025-11-16 00:59:29.902093,4
文027,环081,群聊发言,2025-11-10 08:51:29.902093,2
环094,文084,@提及,2025-10-30 06:20:29.902093,4
环093,,群聊发言,2025-11-07 21:59:29.902093,4
人059,环097,群聊发言,2025-10-23 13:17:29.902093,4
人083,环061,群聊发言,2025-11-16 08:58:29.902093,2
文090,人024,文件分享,2025-11-14 21:43:29.902093,4
人079,人035,@提及,2025-10-24 11:55:29.902093,3
人089,人082,私聊,2025-10-25 04:29:29.902093,5
文069,环033,@提及,2025-10-27 01:28:29.902093,2
环030,文097,群聊发言,2025-11-07 01:11:29.902093,4
人029,环071,群聊发言,2025-10-29 23:04:29.902093,2
人023,文044,私聊,2025-11-11 23:32:29.902093,5
人084,人083,群聊发言,2025-10-31 06:29:29.902093,1
环098,人011,私聊,2025-10-29 08:44:29.902093,4
环098,人011,私聊,2025-10-29 08:44:29.902093,4
环021,文044,@提及,2025-10-24 10:16:29.902093,4
环021,文044,@提及,2025-10-24 10:16:29.902093,4
文100,人017,私聊,2025-10-26 22:27:29.902093,3
人019,文057,文件分享,2025-11-13 08:49:29.902093,3
文096,人080,私聊,2025-10-28 10:10:29.902093,1
人097,文055,群聊发言,2025-11-16 22:06:29.902093,5
环097,文064,群聊发言,2025-11-12 23:52:29.902093,2
环073,文039,@提及,2025-11-05 06:16:29.902093,3
环073,文039,@提及,2025-11-05 06:16:29.902093,3
环100,环014,群聊发言,2025-11-09 18:12:29.902093,2
文070,文052,私聊,2025-10-26 11:52:29.902093,4
文003,文063,私聊,2025-11-01 05:43:29.902093,2
文057,环051,文件分享,2025-11-05 01:11:29.902093,2
文053,环057,私聊,2025-10-31 13:50:29.902093,4
人080,人037,群聊发言,2025-10-30 13:36:29.902093,1
人044,人077,@提及,2025-11-11 15:48:29.902093,1
人080,人060,私聊,2025-11-11 12:20:29.902093,4
人073,文028,私聊,2025-11-12 12:27:29.902093,2
人077,文099,群聊发言,2025-11-17 07:48:29.902093,4
人098,环072,私聊,2025-10-24 07:35:29.902093,5
环010,环059,群聊发言,2025-10-26 21:14:29.902093,5
环059,环047,群聊发言,2025-11-08 10:13:29.902093,1
环049,人033,群聊发言,2025-10-29 23:46:29.902093,3
环018,文064,群聊发言,2025-11-15 12:47:29.902093,4
环058,人056,文件分享,2025-11-02 01:03:29.902093,4
人065,人070,私聊,2025-11-16 03:22:29.902093,5
人081,环044,私聊,2025-10-20 07:49:29.902093,1
人089,文029,私聊,2025-10-27 09:32:29.902093,5
环050,人085,文件分享,2025-10-25 10:23:29.902093,4
人036,环065,@提及,2025-11-10 07:27:29.902093,1
环071,环036,群聊发言,2025-10-30 12:08:29.902093,5
文087,环077,私聊,2025-11-15 16:45:29.902093,2
文087,,私聊,2025-11-15 16:45:29.902093,2
环069,人023,@提及,2025-11-08 21:59:29.902093,3
文072,人008,私聊,2025-11-14 21:26:29.902093,2
文015,,@提及,2025-10-26 00:31:29.902093,4
文033,人080,群聊发言,2025-10-28 11:20:29.902093,3
文089,文076,@提及,2025-11-04 05:25:29.902093,1
人063,文058,群聊发言,2025-11-17 19:11:29.902093,4
环078,文013,群聊发言,2025-11-13 11:40:29.902093,3
文006,,私聊,2025-10-21 02:35:29.902093,1
环002,环087,@提及,2025-10-31 01:23:29.902093,4
文087,人032,群聊发言,2025-11-12 12:01:29.902093,5
人076,人089,群聊发言,2025-10-27 07:26:29.902093,1
环025,环058,@提及,2025-11-03 21:43:29.902093,5
文012,,群聊发言,2025-11-03 21:15:29.902093,2
人029,环078,私聊,2025-11-17 11:55:29.902093,4
文097,文039,@提及,2025-11-13 00:56:29.902093,2
人062,人011,群聊发言,2025-10-28 21:14:29.902093,5
人058,文069,@提及,2025-11-07 10:42:29.902093,3
人063,文066,私聊,2025-10-26 21:14:29.902093,2
人087,文038,@提及,2025-11-05 02:01:29.902093,3
环075,文042,群聊发言,2025-11-08 12:46:29.902093,3
文072,人010,文件分享,2025-11-01 20:43:29.902093,4
环087,文069,群聊发言,2025-10-29 12:43:29.902093,5
环031,人003,文件分享,2025-11-15 09:45:29.902093,4
环021,人012,群聊发言,2025-11-04 15:51:29.902093,5
人007,文052,@提及,2025-10-24 12:17:29.902093,5
环027,文008,私聊,2025-11-07 18:03:29.902093,5
人039,人006,群聊发言,2025-11-02 11:04:29.902093,4
人098,环058,群聊发言,2025-11-01 10:32:29.902093,1
文036,人057,私聊,2025-11-10 13:45:29.902093,4
人029,,群聊发言,2025-11-14 19:51:29.902093,4
文026,人067,私聊,2025-11-04 01:46:29.902093,5
文001,环066,@提及,2025-10-18 22:55:29.902093,2
文051,文076,私聊,2025-10-24 01:49:29.902093,5
环091,人031,群聊发言,2025-10-21 10:40:29.902093,4
文090,文045,@提及,2025-10-19 04:05:29.902093,5
环023,环043,私聊,2025-11-16 07:58:29.902093,2
人023,人024,私聊,2025-10-21 02:05:29.902093,3
文008,,群聊发言,2025-11-06 21:10:29.902093,2
文086,文066,群聊发言,2025-10-26 07:53:29.902093,4
人095,人065,私聊,2025-11-15 07:01:29.902093,3
人095,人065,私聊,2025-11-15 07:01:29.902093,3
人041,环019,文件分享,2025-10-27 20:50:29.902093,1
文010,人016,@提及,2025-11-08 21:04:29.902093,1
环011,人080,群聊发言,2025-10-27 08:15:29.902093,1
环060,人099,@提及,2025-11-03 03:23:29.902093,1
文021,人004,私聊,2025-11-12 22:21:29.902093,1
环012,环073,群聊发言,2025-11-05 15:24:29.902093,1
环061,环013,群聊发言,2025-11-06 18:33:29.902093,1
环061,环013,群聊发言,2025-11-06 18:33:29.902093,1
环015,文075,私聊,2025-11-12 12:14:29.902093,4
人086,环005,群聊发言,2025-10-22 21:42:29.902093,1
文095,环100,私聊,2025-10-28 04:49:29.902093,2
文063,环099,私聊,2025-11-07 17:00:29.902093,5
环064,文084,群聊发言,2025-11-16 23:47:29.902093,3
人016,文089,群聊发言,2025-11-02 01:57:29.902093,1
文079,文082,群聊发言,2025-10-31 12:26:29.902093,1
文034,文002,@提及,2025-11-08 13:08:29.902093,4
文057,人036,私聊,2025-11-08 23:02:29.902093,4
环091,环064,群聊发言,2025-10-19 20:08:29.902093,3
文018,文076,私聊,2025-10-23 10:18:29.902093,2
文065,人073,群聊发言,2025-10-28 03:12:29.902093,1
人021,环041,群聊发言,2025-11-16 05:42:29.902093,4
人044,人023,@提及,2025-11-12 03:27:29.902093,4
文080,文025,群聊发言,2025-10-28 12:46:29.902093,1
环086,文075,@提及,2025-10-25 11:30:29.902093,3
环086,文075,@提及,2025-10-25 11:30:29.902093,3
文082,人037,群聊发言,2025-11-16 06:20:29.902093,4
文068,人079,@提及,2025-11-03 08:15:29.902093,1
人029,环052,文件分享,2025-10-25 03:33:29.902093,5
环024,文014,群聊发言,2025-10-27 04:39:29.902093,1
文087,环026,群聊发言,2025-10-31 08:52:29.902093,1
人089,人030,群聊发言,2025-11-05 18:41:29.902093,3
文070,环063,私聊,2025-11-03 08:55:29.902093,4
环047,人082,@提及,2025-11-06 19:15:29.902093,2
环048,文005,@提及,2025-10-28 13:33:29.902093,5
文099,文065,私聊,2025-10-26 15:43:29.902093,1
环031,人032,私聊,2025-11-10 22:58:29.902093,1
环013,人060,群聊发言,2025-10-20 00:19:29.902093,2
人099,人068,文件分享,2025-11-01 18:10:29.902093,3
人047,文053,群聊发言,2025-10-21 17:50:29.902093,4
文077,文027,私聊,2025-10-25 21:46:29.902093,4
人024,人034,群聊发言,2025-10-26 05:40:29.902093,1
环020,环040,@提及,2025-10-28 23:25:29.902093,4
文034,人042,群聊发言,2025-11-16 08:48:29.902093,3
环041,人060,群聊发言,2025-10-22 14:31:29.902093,3
环048,环060,群聊发言,2025-10-31 16:39:29.902093,1
人018,文039,@提及,2025-10-30 19:56:29.902093,1
环016,文046,群聊发言,2025-10-24 00:17:29.902093,3
人044,文013,@提及,2025-10-23 09:31:29.902093,3
人061,环059,文件分享,2025-11-11 19:58:29.902093,2
环065,人071,群聊发言,2025-10-19 12:52:29.902093,2
人059,文071,群聊发言,2025-11-12 19:11:29.902093,1
人059,文071,群聊发言,2025-11-12 19:11:29.902093,1
文090,人095,文件分享,2025-10-24 09:19:29.902093,4
文019,人047,@提及,2025-10-29 19:51:29.902093,5
文040,环100,群聊发言,2025-10-29 01:55:29.902093,4
人088,文009,私聊,2025-10-28 02:48:29.902093,3
文089,环031,私聊,2025-11-04 15:27:29.902093,2
环074,文073,私聊,2025-10-25 23:22:29.902093,3
环007,文028,群聊发言,2025-11-07 03:00:29.902093,3
人027,文012,私聊,2025-11-04 22:06:29.902093,3
人007,环061,群聊发言,2025-11-11 14:41:29.902093,3
文048,文001,@提及,2025-10-22 04:25:29.902093,5
人033,文049,文件分享,2025-10-19 05:27:29.902093,3
人047,文055,群聊发言,2025-10-24 00:21:29.902093,4
人083,人029,群聊发言,2025-11-07 11:10:29.902093,5
文022,环022,@提及,2025-10-31 00:18:29.902093,4
文023,人091,群聊发言,2025-10-23 23:21:29.902093,3
文059,,@提及,2025-10-26 10:55:29.902093,4
环028,文051,文件分享,2025-10-28 18:47:29.902093,5
环080,文016,@提及,2025-11-06 01:54:29.902093,2
环014,文076,@提及,2025-11-08 01:11:29.902093,3
环014,文076,@提及,2025-11-08 01:11:29.902093,3
环052,环094,群聊发言,2025-10-29 15:50:29.902093,1
环052,环094,群聊发言,2025-10-29 15:50:29.902093,1
环055,,群聊发言,2025-10-23 08:06:29.902093,1
文045,文018,私聊,2025-11-09 06:07:29.902093,1
环093,环047,@提及,2025-10-30 16:12:29.902093,1
人052,文053,@提及,2025-11-05 20:38:29.902093,2
人052,文053,@提及,2025-11-05 20:38:29.902093,2
人044,,私聊,2025-10-26 05:54:29.902093,2
文040,环096,@提及,2025-11-09 02:29:29.902093,1
环003,环067,@提及,2025-11-08 01:04:29.902093,2
环002,人012,@提及,2025-11-17 16:47:29.902093,1
文001,人010,群聊发言,2025-10-24 01:29:29.902093,3
环099,人057,私聊,2025-10-21 12:09:29.902093,2
人074,环044,群聊发言,2025-11-06 21:04:29.902093,4
人007,文066,@提及,2025-10-30 14:16:29.902093,2
人076,文007,@提及,2025-11-13 21:02:29.902093,2
文095,文076,文件分享,2025-11-16 04:08:29.902093,1
文084,文018,私聊,2025-11-01 13:53:29.902093,1
环057,,@提及,2025-10-26 23:44:29.902093,4
环057,环040,@提及,2025-11-02 19:28:29.902093,5
人008,环007,群聊发言,2025-10-30 07:50:29.902093,2
人008,环007,群聊发言,2025-10-30 07:50:29.902093,2
环009,环022,@提及,2025-11-06 07:22:29.902093,4
人011,人082,群聊发言,2025-10-19 21:03:29.902093,3
环046,环072,@提及,2025-10-19 17:01:29.902093,2
环046,环072,@提及,2025-10-19 17:01:29.902093,2
人057,人058,@提及,2025-11-02 00:10:29.902093,3
人061,文053,群聊发言,2025-11-06 16:04:29.902093,4
文047,环044,文件分享,2025-10-24 13:13:29.902093,5
人005,文068,群聊发言,2025-11-05 17:55:29.902093,4
环071,人021,文件分享,2025-11-03 10:41:29.902093,3
人060,文017,@提及,2025-10-22 00:18:29.902093,5
文012,文092,私聊,2025-10-20 07:33:29.902093,3
人066,文026,文件分享,2025-11-05 13:06:29.902093,1
人056,文035,群聊发言,2025-11-14 05:39:29.902093,5
环039,人049,群聊发言,2025-11-14 15:42:29.902093,3
文005,文047,@提及,2025-10-19 21:22:29.902093,1
环039,文091,@提及,2025-10-21 07:11:29.902093,5
环032,人066,群聊发言,2025-11-16 11:15:29.902093,3
文041,文059,@提及,2025-11-15 22:16:29.902093,1
人036,环002,@提及,2025-11-12 18:52:29.902093,2
人089,,群聊发言,2025-11-02 22:53:29.902093,4
环058,环009,群聊发言,2025-11-08 01:45:29.902093,1
人012,文086,私聊,2025-11-08 00:32:29.902093,1
文006,文093,私聊,2025-11-12 22:40:29.902093,2
文097,人012,@提及,2025-11-10 21:26:29.902093,3
文097,人012,@提及,2025-11-10 21:26:29.902093,3
人043,文066,文件分享,2025-10-31 11:55:29.902093,2
人050,人037,@提及,2025-10-24 13:49:29.902093,3
文077,人013,@提及,2025-11-13 17:04:29.902093,4
文077,人013,@提及,2025-11-13 17:04:29.902093,4
文040,文079,文件分享,2025-11-16 20:20:29.902093,1
环098,环059,@提及,2025-11-08 20:53:29.902093,5
环059,环010,文件分享,2025-10-21 08:15:29.902093,5
人073,环096,@提及,2025-10-21 02:59:29.902093,1
文051,文009,群聊发言,2025-11-08 12:02:29.902093,3
文082,环048,文件分享,2025-11-14 19:27:29.902093,2
人087,文061,群聊发言,2025-11-13 21:55:29.902093,5
文085,文078,群聊发言,2025-10-19 22:55:29.902093,4
文085,文078,群聊发言,2025-10-19 22:55:29.902093,4
文086,文048,群聊发言,2025-10-22 12:29:29.902093,3
文082,文081,文件分享,2025-10-28 12:43:29.902093,1
环032,人081,私聊,2025-10-23 10:54:29.902093,3
人007,人025,群聊发言,2025-11-07 13:28:29.902093,1
环086,文073,@提及,2025-10-21 09:16:29.902093,3
文063,文067,群聊发言,2025-10-28 12:19:29.902093,4
人044,人060,@提及,2025-10-24 05:42:29.902093,5
环049,人053,私聊,2025-11-05 04:33:29.902093,3
环088,文082,群聊发言,2025-11-11 13:20:29.902093,1
环012,环052,私聊,2025-11-09 00:15:29.902093,4
环012,环052,私聊,2025-11-09 00:15:29.902093,4
文059,文092,群聊发言,2025-10-29 08:45:29.902093,2
文005,环058,群聊发言,2025-11-06 10:56:29.902093,2
环056,环062,@提及,2025-11-09 00:06:29.902093,2
文041,文002,@提及,2025-11-07 12:05:29.902093,4
文092,人024,@提及,2025-10-19 19:57:29.902093,4
人028,文067,群聊发言,2025-11-15 16:27:29.902093,4
人028,文067,群聊发言,2025-11-15 16:27:29.902093,4
文067,文023,群聊发言,2025-10-31 21:22:29.902093,2
人071,人075,@提及,2025-11-12 01:14:29.902093,4
环084,环077,@提及,2025-10-22 19:13:29.902093,4
人047,环033,文件分享,2025-11-01 08:45:29.902093,5
人026,文073,@提及,2025-11-09 08:04:29.902093,1
环008,文052,私聊,2025-10-28 10:36:29.902093,2
环005,环028,@提及,2025-10-26 04:54:29.902093,4
环005,环028,@提及,2025-10-26 04:54:29.902093,4
文007,文063,文件分享,2025-11-11 10:03:29.902093,1
人080,环017,私聊,2025-11-12 08:22:29.902093,1
环005,文096,@提及,2025-10-22 13:31:29.902093,4
环042,文047,@提及,2025-11-16 10:04:29.902093,4
文056,环014,群聊发言,2025-11-12 14:30:29.902093,4
人073,人035,群聊发言,2025-11-14 20:23:29.902093,1
人009,环054,群聊发言,2025-10-31 22:50:29.902093,4
环014,,文件分享,2025-11-06 10:15:29.902093,4
文080,文048,群聊发言,2025-11-07 01:58:29.902093,1
人021,人013,文件分享,2025-10-22 07:29:29.902093,1
人003,文040,群聊发言,2025-11-13 08:12:29.902093,2
文092,人082,群聊发言,2025-10-20 06:44:29.902093,3
人049,文014,文件分享,2025-11-04 07:11:29.902093,1
人049,文014,文件分享,2025-11-04 07:11:29.902093,1
人064,环045,文件分享,2025-11-08 08:20:29.902093,5
文012,环028,群聊发言,2025-10-24 02:36:29.902093,2
环099,人006,群聊发言,2025-10-22 21:20:29.902093,2
人019,,私聊,2025-10-30 13:39:29.902093,5
文091,人031,群聊发言,2025-11-06 08:47:29.902093,4
人021,,@提及,2025-11-12 03:48:29.902093,3
环051,环037,@提及,2025-11-05 21:48:29.902093,1
环090,文094,私聊,2025-10-24 19:07:29.902093,3
环090,文094,私聊,2025-10-24 19:07:29.902093,3
环016,,群聊发言,2025-11-01 03:19:29.902093,3
人033,人058,私聊,2025-10-25 19:34:29.902093,5
人080,人089,群聊发言,2025-11-05 04:53:29.902093,2
人080,人089,群聊发言,2025-11-05 04:53:29.902093,2
人047,人005,文件分享,2025-11-12 14:07:29.902093,3
人047,人005,文件分享,2025-11-12 14:07:29.902093,3
人095,文005,文件分享,2025-11-04 11:32:29.902093,2
环015,环079,@提及,2025-10-24 10:38:29.902093,1
环015,环079,@提及,2025-10-24 10:38:29.902093,1
文090,环075,文件分享,2025-11-12 15:18:29.902093,5
文006,人084,群聊发言,2025-11-15 20:50:29.902093,2
环090,环024,群聊发言,2025-11-14 16:01:29.902093,5
人048,人001,群聊发言,2025-11-05 20:54:29.902093,5
人037,环018,私聊,2025-11-07 08:50:29.902093,2
环050,文064,群聊发言,2025-11-15 21:39:29.902093,4
环050,文064,群聊发言,2025-11-15 21:39:29.902093,4
人075,,文件分享,2025-10-19 06:15:29.902093,1
文067,文095,私聊,2025-11-06 07:28:29.902093,3
文067,文095,私聊,2025-11-06 07:28:29.902093,3
文089,环030,群聊发言,2025-11-16 14:06:29.902093,4
人040,人072,@提及,2025-10-22 06:40:29.902093,3
人059,文055,群聊发言,2025-10-27 11:48:29.902093,3
人008,文012,群聊发言,2025-10-28 08:52:29.902093,4
文073,环083,群聊发言,2025-10-29 15:43:29.902093,3
环023,人044,群聊发言,2025-10-25 05:25:29.902093,4
人027,人057,@提及,2025-10-23 19:45:29.902093,4
人056,文028,群聊发言,2025-10-25 00:00:29.902093,2
人030,文052,文件分享,2025-11-09 04:46:29.902093,5
环043,文097,群聊发言,2025-11-02 06:44:29.902093,3
文074,环061,@提及,2025-10-25 09:43:29.902093,4
文074,环061,@提及,2025-10-25 09:43:29.902093,4
环016,文059,@提及,2025-11-03 01:46:29.902093,2
文066,,私聊,2025-10-23 22:41:29.902093,4
人040,环085,群聊发言,2025-10-20 10:49:29.902093,5
人040,环085,群聊发言,2025-10-20 10:49:29.902093,5
环028,人097,@提及,2025-11-17 12:28:29.902093,1
环013,文088,@提及,2025-11-15 05:46:29.902093,2
文006,文095,私聊,2025-10-30 07:03:29.902093,3
人015,环066,@提及,2025-11-15 15:58:29.902093,2
人060,文070,私聊,2025-10-28 15:15:29.902093,5
环066,,群聊发言,2025-10-22 03:26:29.902093,5
人070,环085,群聊发言,2025-11-03 11:44:29.902093,4
文087,人006,群聊发言,2025-11-09 00:35:29.902093,4
环033,环069,@提及,2025-11-12 19:13:29.902093,2
文044,人054,@提及,2025-10-19 08:11:29.902093,3
环091,文010,群聊发言,2025-11-12 22:55:29.902093,1
环091,文010,群聊发言,2025-11-12 22:55:29.902093,1
环045,环030,私聊,2025-11-10 21:26:29.902093,3
人052,文085,群聊发言,2025-11-02 11:19:29.902093,3
人052,文085,群聊发言,2025-11-02 11:19:29.902093,3
人076,人061,群聊发言,2025-10-30 04:09:29.902093,1
环093,环085,私聊,2025-10-22 08:14:29.902093,2
环020,环022,私聊,2025-11-07 16:29:29.902093,4
文082,人008,@提及,2025-11-09 22:05:29.902093,3
文015,文076,文件分享,2025-10-23 21:48:29.902093,3
环044,环057,群聊发言,2025-10-31 11:01:29.902093,2
环032,,@提及,2025-11-12 23:06:29.902093,5
人012,人042,群聊发言,2025-11-08 21:59:29.902093,1
文049,文058,@提及,2025-11-06 04:52:29.902093,5
文023,人073,私聊,2025-10-24 21:30:29.902093,2
文020,环068,群聊发言,2025-10-22 04:55:29.902093,4
文020,环068,群聊发言,2025-10-22 04:55:29.902093,4
人055,文068,@提及,2025-11-02 07:50:29.902093,5
文043,环021,群聊发言,2025-10-18 22:38:29.902093,2
人018,文054,群聊发言,2025-11-07 17:02:29.902093,2
环052,人086,@提及,2025-10-19 18:31:29.902093,1
人026,人095,群聊发言,2025-11-04 03:02:29.902093,1
环099,人018,私聊,2025-11-02 05:07:29.902093,5
文007,文040,私聊,2025-11-01 22:49:29.902093,4
环036,人092,文件分享,2025-10-24 21:46:29.902093,5
文046,人014,@提及,2025-10-26 15:52:29.902093,3
文038,环033,群聊发言,2025-11-14 08:08:29.902093,4
文097,文047,私聊,2025-11-02 09:46:29.902093,3
环024,文036,@提及,2025-11-01 10:17:29.902093,1
人062,文007,群聊发言,2025-10-23 06:12:29.902093,1
人062,文007,群聊发言,2025-10-23 06:12:29.902093,1
环068,人004,群聊发言,2025-11-17 06:37:29.902093,3
环019,环004,群聊发言,2025-10-25 12:36:29.902093,2
人024,人075,私聊,2025-11-03 02:36:29.902093,4
环047,文093,@提及,2025-11-13 22:40:29.902093,4
环096,人064,@提及,2025-11-07 07:11:29.902093,3
环083,文085,私聊,2025-11-12 15:28:29.902093,1
环083,文085,私聊,2025-11-12 15:28:29.902093,1
文028,文095,群聊发言,2025-10-23 19:40:29.902093,2
文028,文095,群聊发言,2025-10-23 19:40:29.902093,2
人049,文001,私聊,2025-11-09 21:01:29.902093,2
环067,人055,@提及,2025-10-26 06:06:29.902093,5
文066,文052,私聊,2025-10-28 14:08:29.902093,4
文094,环054,@提及,2025-10-21 16:14:29.902093,4
人075,人037,@提及,2025-11-09 06:19:29.902093,4
文016,环040,群聊发言,2025-11-12 03:08:29.902093,2
人071,,文件分享,2025-11-03 05:08:29.902093,3
环075,文025,群聊发言,2025-10-19 08:43:29.902093,3
文030,人082,文件分享,2025-11-04 08:09:29.902093,1
文036,环001,文件分享,2025-11-02 04:37:29.902093,4
人082,环027,@提及,2025-10-21 06:30:29.902093,5
人082,环027,@提及,2025-10-21 06:30:29.902093,5
环011,人030,私聊,2025-11-14 22:24:29.902093,4
人018,人064,私聊,2025-10-27 02:51:29.902093,1
文042,环088,私聊,2025-10-30 21:47:29.902093,1
文026,环044,@提及,2025-10-18 23:04:29.902093,3
文079,文010,群聊发言,2025-11-02 21:08:29.902093,1
人058,文013,@提及,2025-11-05 03:36:29.902093,5
人058,文013,@提及,2025-11-05 03:36:29.902093,5
人041,文098,群聊发言,2025-10-21 15:04:29.902093,5
人090,文093,@提及,2025-10-20 07:09:29.902093,1
文001,环070,群聊发言,2025-11-08 20:09:29.902093,4
文001,环070,群聊发言,2025-11-08 20:09:29.902093,4
文077,,群聊发言,2025-11-05 05:33:29.902093,4
人093,环062,文件分享,2025-11-14 12:22:29.902093,4
人040,人081,私聊,2025-11-15 06:30:29.902093,3
环024,文065,私聊,2025-10-27 04:14:29.902093,3
环024,文065,私聊,2025-10-27 04:14:29.902093,3
文064,文087,群聊发言,2025-10-20 06:34:29.902093,3
环080,环081,群聊发言,2025-10-28 14:40:29.902093,5
人100,人029,群聊发言,2025-10-19 07:44:29.902093,1
人027,人068,群聊发言,2025-11-14 06:25:29.902093,2
人027,人068,群聊发言,2025-11-14 06:25:29.902093,2
人051,文006,@提及,2025-11-03 03:02:29.902093,5
人058,环041,群聊发言,2025-11-04 09:03:29.902093,3
文032,环025,私聊,2025-10-20 20:34:29.902093,3
人044,环036,私聊,2025-11-06 05:18:29.902093,1
人044,环036,私聊,2025-11-06 05:18:29.902093,1
人015,人091,群聊发言,2025-10-31 00:54:29.902093,2
人072,人049,@提及,2025-11-11 04:09:29.902093,2
环036,,文件分享,2025-10-27 21:18:29.902093,5
环033,人098,群聊发言,2025-11-15 00:32:29.902093,2
人065,环008,@提及,2025-11-01 01:42:29.902093,4
